folio,folio_agencia,referencia,auth,reserva,vendedor,concepto,pago_directo,pago_proveedor,pago_file,fecha,fecha_registro,cuenta_proceso,usuario_proceso,fecha_proceso,hora_proceso,monto,moneda,tipo_cambio,monto_recibido,cliente,forma_pago,banco,tarjeta,observaciones,serie_factura,folio_factura,cancelado,fecha_cancelacion,usuario_cancela,motivo_cancelacion,enviado,tiene_anexo,monedero,monto_monedero,folio_monedero,paypal,conekta,webpay,pol_vigencia,link_pago,pol_intento,pol_pagado,pol_fecha_pago,pol_codigo_auth,pol_tarjeta,pol_detalle_pago,pol_notas,pol_correo_enviado,token_pago
1590457,1511,,,445,DianaM,"Fee de emisión IMTBOC",0,0,0,2025-08-14,2025-08-14,,,0000-00-00,,70.00,USD,1.00,70.00,384399,8W0,,,,,0,1,2025-08-15,SalvadorR,duplicado,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1590463,1512,"COBRADO - STRIPE",,440,DianaM,"Fee de emisión",0,0,0,2025-08-13,2025-08-14,80W66F5A,SalvadorR,2025-08-14,16:46,1339.10,USD,19.13,70.00,372712,8W0,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1590744,1513,"VENTA DIRECTA",,583,MariellaP,"Estadia hotel",0,0,0,2025-08-05,2025-08-15,A7GG8C8Y,SalvadorR,2025-08-18,07:48,13550.00,EUR,1.00,13550.00,403373,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1590845,1514,"COBRADO - CHASE ",,582,LucianaE,"PAGO HOTELES ITALIA",0,0,0,2025-08-15,2025-08-15,80W66F5A,SalvadorR,2025-08-18,09:05,18990.00,USD,1.18,22408.20,430166,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1590985,1515,"VENTA DIRECTA",,448,DianaM,"Hotel La Palma",0,0,0,2025-08-15,2025-08-15,NAXU4RWI,SalvadorR,2025-08-18,07:46,4390.30,USD,1.00,4390.30,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1591007,1516,"VENTA DIRECTA",,578,DianaM,"F1S USA",0,0,0,2025-08-15,2025-08-15,NAXU4RWI,SalvadorR,2025-08-18,07:46,4562.22,USD,1.00,4562.22,429904,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1591008,1517,"COBRADO - STRIPE",,578,DianaM,"Fee de emisión HTMWUB",0,0,0,2025-08-15,2025-08-15,80W66F5A,SalvadorR,2025-08-18,09:10,50.00,USD,1.00,50.00,429904,8W0,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1591162,1518,"VENTA DIRECTA",,584,MinervaH,"PAGO TOTAL DE ESTANCIA",0,0,0,2025-08-15,2025-08-15,NAXU4RWI,SalvadorR,2025-08-18,07:48,15120.31,USD,1.00,15120.31,421767,4E2,,,,,0,1,2026-01-05,SalvadorR,"Se registro en el folio 20 de la SL",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1591174,1519,"VENTA DIRECTA",,585,IsraelB,"Adquisición de Boletos Aéreos con Aeroméxico   ",0,0,0,2025-08-15,2025-08-15,CIKQ2447,SalvadorR,2025-08-18,11:15,16780.00,MXN,1.00,16780.00,377394,4E2,,,"Cliente pago con su tarjeta American Exprees",,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1591430,1520,"VENTA DIRECTA",,585,IsraelB,"Adquisición de Boletos Aéreos con Aeroméxico   ",0,0,0,2025-08-15,2025-08-15,CIKQ2447,SalvadorR,2025-08-18,11:15,16780.00,MXN,1.00,16780.00,377394,4E2,,,"Cliente paga los boletos con su propia tarjeta de Credito amex",,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1591539,1521,"VENTA DIRECTA",,587,MariellaP,"Pago estadia",0,0,0,2025-08-15,2025-08-15,NAXU4RWI,SalvadorR,2025-08-18,07:49,1971.80,USD,1.00,1971.80,401882,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1591982,1522,"VENTA DIRECTA",,588,LuisHdz,"Reservación de Hotel",0,0,0,2025-08-15,2025-08-15,A7GG8C8Y,SalvadorR,2025-08-18,07:50,283.30,EUR,1.00,283.30,429592,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1592021,1523,"VENTA DIRECTA",,589,LuisHdz,"Reservación de Hotel",0,0,0,2025-08-15,2025-08-15,4985TX75,SalvadorR,2025-08-18,07:51,1500.00,GPB,1.00,1500.00,428349,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593146,1524,"Intercompany - link",,359,MartinB,"Pago extra visita privada Amalfi ",0,0,0,2025-08-26,2025-08-18,K3P9E9L7,AriadnaR,2025-11-25,23:26,200.00,EUR,1.00,200.00,414220,E04,,,"Pago AMEX en Banca March",,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593233,1525,"VENTA DIRECTA",,360,DianaM,"Vuelos ASE-LAX-MEX/Marc y Sofia",0,0,0,2025-08-18,2025-08-18,NAXU4RWI,SalvadorR,2025-08-18,11:19,759.80,USD,1.00,759.80,379980,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593256,1526,"COBRADO - CIBANCO MXN",,445,IsraelB,"Pago de Boletos Aereos con Lion Air ",0,0,0,2025-08-15,2025-08-18,X40DP1R7,SalvadorR,2025-08-18,11:18,624.61,MXN,19.04,11892.60,384399,HHW,,,"Pago del cliente vía transferencia ",,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593310,1527,"VENTA DIRECTA",,448,DianaM,"J.K Place Capri",0,0,0,2025-08-18,2025-08-18,NAXU4RWI,SalvadorR,2025-08-18,11:20,22865.40,USD,1.00,22865.40,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593351,1528,"COBRADO - STRIPE",,585,IsraelB,"Fee de emisión de boletos aéreos ",0,0,0,2025-08-21,2025-08-18,80W66F5A,SalvadorR,2025-08-21,09:07,1332.80,USD,19.04,70.00,377394,8W0,,,"Fee de emisión cobrado ala tarjeta del cliente ",,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593413,1529,"VENTA DIRECTA",,588,LuisHdz,"Hospedaje de Lujo",0,0,0,2025-08-18,2025-08-18,A7GG8C8Y,SalvadorR,2025-08-18,13:00,870.00,EUR,1.00,870.00,429592,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593415,1530,"VENTA DIRECTA",,588,LuisHdz,"Reservación de Hotel",0,0,0,2025-08-18,2025-08-18,A7GG8C8Y,SalvadorR,2025-08-18,13:00,145.70,EUR,1.00,145.70,429592,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593631,1531,"VENTA DIRECTA",,579,DianaM,"Vuelo Moisés Vainer",0,0,0,2025-08-18,2025-08-18,NAXU4RWI,SalvadorR,2025-08-18,12:58,2808.54,USD,1.00,2808.54,377394,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593635,1532,,,579,DianaM,"Fee de emisión LTGHPC",0,0,0,2025-08-18,2025-08-18,,,0000-00-00,,35.00,USD,1.00,35.00,377394,8W0,,,,,0,1,2025-09-30,SalvadorR,"familiares Marc",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593911,1533,"VENTA DIRECTA",,590,LorenzaP,"reservacion habitaciones",0,0,0,2025-08-18,2025-08-18,NAXU4RWI,SalvadorR,2025-08-19,08:23,3097.62,USD,1.00,3097.62,405311,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593919,1534,"VENTA DIRECTA",,563,LuisHdz,"Reservación de Hotel",0,0,0,2025-08-18,2025-08-18,NAXU4RWI,SalvadorR,2025-08-19,08:22,398.46,USD,1.00,398.46,428998,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593946,1535,"VENTA DIRECTA",,591,LorenzaP,"reservación habitaciones",0,0,0,2025-08-18,2025-08-18,NAXU4RWI,SalvadorR,2025-08-19,08:24,4711.78,USD,1.00,4711.78,405311,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1593958,1536,"VENTA DIRECTA",,592,LorenzaP,hospedaje,0,0,0,2025-08-18,2025-08-18,NAXU4RWI,SalvadorR,2025-08-19,08:24,2528.67,USD,1.00,2528.67,430680,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1594148,1537,"VENTA DIRECTA",,427,MinervaH,"PAGO TOTAL DE BOLETO DE AVION",0,0,0,2025-08-18,2025-08-18,NAXU4RWI,SalvadorR,2025-08-20,12:50,892.54,USD,1.00,892.54,384540,4E2,,,,,0,1,2025-08-20,SalvadorR,"ERROR MONTO",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1594405,1538,"VENTA DIRECTA",,593,VeronicaN,"HOTEL CONNAUGHT",0,0,0,2025-08-01,2025-08-18,NAXU4RWI,SalvadorR,2025-08-19,08:25,1877.00,USD,1.00,1877.00,388688,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1594810,1539,"COBRADO -WISE EUR",,595,VeronicaN,"1ER DEPOSITO MARRUECOS & PORTUGAL",0,0,0,2025-08-15,2025-08-18,6L931A9I,SalvadorR,2025-08-19,08:29,14962.00,EUR,1.00,14962.00,430285,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1595102,1540,"VENTA DIRECTA",,424,MariaM,"Pago total de estancia",0,0,0,2025-08-19,2025-08-19,A7GG8C8Y,SalvadorR,2025-08-19,14:03,53209.00,EUR,1.00,53209.00,418588,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1595375,1541,"COBRADO - STRIPE",,597,VeronicaN,"DEPOSITO LAMIMA",0,0,0,2025-08-21,2025-08-19,80W66F5A,SalvadorR,2025-08-21,09:06,65769.16,USD,1.00,65769.16,385137,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1595467,1542,"VENTA DIRECTA",,598,MariaJose,HOSPEDAJE,0,0,0,2025-08-19,2025-08-19,A7GG8C8Y,SalvadorR,2025-08-19,16:23,2856.00,EUR,1.00,2856.00,430912,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1595570,1543,"VENTA DIRECTA",,431,DianaM,"Vuelos París-Bastia-Calvi-París/Jeannette Kurc",0,0,0,2025-08-19,2025-08-19,NAXU4RWI,SalvadorR,2025-08-19,16:22,457.00,USD,1.00,457.00,378589,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1595571,1544,,,431,DianaM,"Fee de emisión Jeannete",0,0,0,2025-08-19,2025-08-19,,,0000-00-00,,35.00,USD,1.00,35.00,378589,8W0,,,,,0,1,2025-09-30,SalvadorR,"ya cobrado en **",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1595928,1545,"COBRADO - CHASE ",,262,MariellaP,"Abono viaje Africa",0,0,0,2025-08-19,2025-08-19,80W66F5A,SalvadorR,2025-08-20,09:01,39000.00,USD,1.00,39000.00,408061,HHW,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596125,1546,,,599,LorenzaP,"pago vuelos",0,0,0,2025-08-19,2025-08-19,,,0000-00-00,,1070.97,EUR,1.00,1070.97,392788,LI5,,,,,0,1,2025-08-20,SalvadorR,"Solicitan por correo cancelacion 20 ago",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596126,1547,,,599,LorenzaP,"pago vuelos",0,0,0,2025-08-19,2025-08-19,,,0000-00-00,,2366.08,EUR,1.00,2366.08,392788,LI5,,,,,0,1,2025-08-20,SalvadorR,"Solicitan por correo cancelacion 20 ago",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596212,1548,"COBRADO - CHASE ",,586,VeronicaN,"COBRO GUERREIRO",0,0,0,2025-08-18,2025-08-19,80W66F5A,SalvadorR,2025-08-20,09:00,3157.00,USD,1.00,3157.00,430285,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596239,1549,"COBRADO - CHASE ",,582,LucianaE,"PAGO TOUR OPERADOR",0,0,0,2025-08-20,2025-08-20,80W66F5A,SalvadorR,2025-08-20,16:04,7771.06,USD,1.18,9131.00,430166,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596385,1550,,,599,LorenzaP,"pago boletos en pagina web",0,0,0,2025-08-20,2025-08-20,,,0000-00-00,,1070.97,EUR,1.00,1070.97,392788,EFE,,,,,0,1,2025-12-01,AriadnaR,"ESTA RESERVA SE MUEVE AL FOLIO NO. 759 - AR",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596387,1551,,,599,LorenzaP,"pago  boletos pagina web ",0,0,0,2025-08-20,2025-08-20,,,0000-00-00,,2366.08,EUR,1.00,2366.08,392788,EFE,,,,,0,1,2025-12-01,AriadnaR,"ESTA RESERVA SE MUEVE AL FOLIO NO. 759 - AR",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596391,1552,,,599,LorenzaP,"compra boletos sabre",0,0,0,2025-08-20,2025-08-20,,,0000-00-00,,908.28,EUR,1.00,908.28,392788,EFE,,,,,0,1,2025-12-01,AriadnaR,"ESTA RESERVA SE MUEVE AL FOLIO NO. 759 - AR",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596392,1553,,,599,LorenzaP,"compra boletos sabre",0,0,0,2025-08-20,2025-08-20,,,0000-00-00,,2668.12,EUR,1.00,2668.12,392788,EFE,,,,,0,1,2025-12-01,AriadnaR,"ESTA RESERVA SE MUEVE AL FOLIO NO. 759 - AR",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596396,1554,"VENTA DIRECTA",,526,DianaM,"MEX-TGZ-MEX/Sofia, Ramón y Emilio",0,0,0,2025-08-20,2025-08-20,NAXU4RWI,SalvadorR,2025-08-20,16:05,1318.98,USD,1.00,1318.98,386749,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596425,1555,,,599,LorenzaP,"pago honorarios emisión boletos",0,0,0,2025-08-20,2025-08-20,,,0000-00-00,,284.20,EUR,1.00,284.20,392788,EFE,,,,,0,1,2025-12-01,AriadnaR,"ESTA RESERVA SE MUEVE AL FOLIO NO. 759 - AR",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596430,1556,"COBRADO - CIBANCO MXN",,431,DianaM,"Pago de cliente",0,0,0,2025-08-20,2025-08-20,X40DP1R7,AriadnaR,2025-10-03,17:06,3622.05,MXN,19.05,69000.00,378589,EFE,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1596571,1557,"VENTA DIRECTA",,427,MinervaH,"PAGO TOTAL DE VUELOS",0,0,0,2025-08-20,2025-08-20,NAXU4RWI,SalvadorR,2025-08-20,16:08,852.94,USD,1.00,852.94,384540,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597379,1558,"VENTA DIRECTA",,571,MartinO,"compra boletos avión",0,0,0,2025-08-21,2025-08-21,CIKQ2447,SalvadorR,2025-08-21,09:32,11942.00,MXN,1.00,11942.00,429751,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597380,1559,"VENTA DIRECTA",,562,LuisHdz,"Reservación de Hotel",0,0,0,2025-08-21,2025-08-21,NAXU4RWI,SalvadorR,2025-08-21,13:09,1368.85,USD,1.00,1368.85,371528,4E2,,,"La reserva del hotel se garantiza con la tarjeta de crédito del cliente, la póliza de cancelación es a las 3 pm, 2 días antes de la fecha de llegada.",,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597650,1560,"VENTA DIRECTA",,601,LuisHdz,"Reservación de Hotel",0,0,0,2025-08-21,2025-08-21,732W41C5,SalvadorR,2025-08-21,13:16,6150.00,CHF,1.00,6150.00,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597683,1561,"VENTA DIRECTA",,561,MinervaH,"PAGO TOTAL DE BOLETO DE AVION AIR FRANCE",0,0,0,2025-08-21,2025-08-21,CIKQ2447,SalvadorR,2025-08-21,13:10,86780.00,MXN,1.00,86780.00,390491,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597684,1562,"VENTA DIRECTA",,561,MinervaH,"PAGO TOTAL DE BOLETO DE AVION ALITALIA",0,0,0,2025-08-21,2025-08-21,CIKQ2447,SalvadorR,2025-08-21,13:11,12739.30,MXN,1.00,12739.30,390491,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597687,1563,"VENTA DIRECTA",,561,MinervaH,"PAGO TOTAL DE BOLETO DE AVION EASY JET",0,0,0,2025-08-21,2025-08-21,CIKQ2447,SalvadorR,2025-08-21,13:12,4584.80,MXN,1.00,4584.80,390491,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597691,1564,,,561,MinervaH,"PAGO DE EMISON DE BOLETOS",0,0,0,2025-08-21,2025-08-21,,,0000-00-00,,1320.90,MXN,1.00,1320.90,390491,8W0,,,,,0,1,2025-11-19,SalvadorR,"Error al ingresar moneda",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597739,1565,"VENTA DIRECTA",,602,VivianaS,"PAGO TOTAL DE ESTANCIA ",0,0,0,2025-08-21,2025-08-21,A7GG8C8Y,SalvadorR,2025-08-25,09:38,4020.00,EUR,1.00,4020.00,431288,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597758,1566,"VENTA DIRECTA",,603,VivianaS,"PAGO TOTAL DE ESTANCIA ",0,0,0,2025-08-21,2025-08-21,NAXU4RWI,SalvadorR,2025-08-25,09:39,5322.00,USD,1.00,5322.00,431294,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1597994,1567,"VENTA DIRECTA",,604,VivianaS,"PAGO TOTAL DE ESTANCIA ",0,0,0,2025-08-21,2025-08-21,A7GG8C8Y,SalvadorR,2025-09-04,08:58,1425.00,EUR,1.00,1425.00,431298,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598011,1568,"VENTA DIRECTA",,605,VivianaS,"PAGO TOTAL DE ESTANCIA ",0,0,0,2025-08-21,2025-08-21,NAXU4RWI,SalvadorR,2025-09-05,11:32,4226.00,USD,1.00,4226.00,431342,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598023,1569,,,606,VivianaS,"PAGO TOTAL DE ESTANCIA ",0,0,0,2025-08-21,2025-08-21,,,0000-00-00,,5000.00,GPB,1.00,5000.00,431344,4E2,,,,,0,1,2025-09-04,SalvadorR,"Se cancela porque se abrio el folio 635, solicita Jorge correo 4 sep",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598034,1570,"VENTA DIRECTA",,511,MinervaH,"PAGO DE TRASLADOS CON ROLZO",0,0,0,2025-08-21,2025-08-21,732W41C5,SalvadorR,2025-08-22,08:14,2340.00,CHF,1.00,2340.00,403907,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598038,1571,"VENTA DIRECTA",,607,VivianaS,"PAGO TOTAL DE ESTANCIA ",0,0,0,2025-08-21,2025-08-21,A7GG8C8Y,SalvadorR,2025-09-05,11:33,9570.00,EUR,1.00,9570.00,431346,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598043,1572,"VENTA DIRECTA",,608,VivianaS,"PAGO TOTAL DE ESTANCIA ",0,0,0,2025-08-21,2025-08-21,A7GG8C8Y,SalvadorR,2025-09-05,11:34,7395.00,EUR,1.00,7395.00,431349,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598055,1573,"COBRADO - STRIPE",,564,VeronicaN,"VUELOS NYC Y MAD",0,0,0,2025-08-25,2025-08-21,80W66F5A,SalvadorR,2025-08-25,17:28,6020.00,USD,1.00,6020.00,429106,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598070,1574,"VENTA DIRECTA",,511,MinervaH,"PAGO RENTA DE AUTO",0,0,0,2025-08-21,2025-08-21,732W41C5,SalvadorR,2025-08-22,08:14,283.01,CHF,1.00,283.01,403907,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598074,1575,"COBRADO - STRIPE",,564,VeronicaN,"TKT MEX-NYC-MEX",0,0,0,2025-08-22,2025-08-21,80W66F5A,SalvadorR,2025-08-25,17:26,1955.00,USD,1.00,1955.00,429106,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598128,1576,"VENTA DIRECTA",,204,DianaM,"Traslados Rolzo",0,0,0,2025-08-21,2025-08-21,A7GG8C8Y,SalvadorR,2025-08-22,08:13,6615.00,EUR,1.00,6615.00,371547,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598510,1577,"COBRADO - STRIPE",,595,VeronicaN,"PAGO TOURS",0,0,0,2025-08-22,2025-08-21,80W66F5A,SalvadorR,2025-08-25,17:25,2855.63,USD,1.17,3341.09,430285,8W0,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598561,1578,"COBRADO - CIBANCO MXN",,204,DianaM,"Pago de cliente 11 de abril",0,0,0,2025-04-14,2025-08-22,X40DP1R7,AriadnaR,2025-10-03,17:14,11893.76,MXN,23.55,280098.00,371547,EFE,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598563,1579,"COBRADO - CIBANCO MXN",,204,DianaM,"Pago de cliente 11 de junio",0,0,0,2025-06-12,2025-08-22,X40DP1R7,AriadnaR,2025-10-03,17:16,5407.84,MXN,22.19,120000.00,371547,EFE,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598667,1580,"VENTA DIRECTA",,609,AriadnaR,"Boletos Aereos",0,0,0,2025-08-20,2025-08-22,NAXU4RWI,SalvadorR,2025-08-25,09:37,10756.12,USD,1.00,10756.12,431003,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598671,1581,"COBRADO - STRIPE",,609,AriadnaR,"Fee Aereos",0,0,0,2025-08-22,2025-08-22,80W66F5A,SalvadorR,2025-09-04,09:21,185.00,USD,1.00,185.00,431003,8W0,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598672,1582,,,356,DianaM,"Fee de emisión",0,0,0,2025-08-22,2025-08-22,,,0000-00-00,,70.00,USD,1.00,70.00,396155,8W0,,,,,0,1,2025-09-29,SalvadorR,"No se cobro Fee",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598715,1583,"COBRADO - CHASE ",,421,DianaM,"Revisado de vuelos",0,0,0,2025-07-08,2025-08-22,80W66F5A,SalvadorR,2025-08-25,10:02,5467.00,USD,1.00,5467.00,377295,HHW,,,,,0,0,0000-00-00,,,0,1,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598736,1584,"VENTA DIRECTA",,448,DianaM,"Revisado con Turismo Ex Mar",0,0,0,2025-08-22,2025-08-22,NAXU4RWI,SalvadorR,2025-08-22,12:46,232.04,USD,1.00,232.04,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598741,1585,"VENTA DIRECTA",,448,DianaM,"Vuelos con F1rst",0,0,0,2025-08-22,2025-08-22,NAXU4RWI,SalvadorR,2025-08-22,12:44,6755.41,USD,1.00,6755.41,376993,4E2,,,,,0,0,0000-00-00,,,0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598794,1586,,,489,MariellaP,"Pago estadia Madrid",0,0,0,2025-08-22,2025-08-22,,,0000-00-00,,6717.29,EUR,0.86,5750.00,391753,4E2,,,,,0,1,2025-08-22,SalvadorR,"error monto",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
1598806,1587,,,489,MariellaP,"Pago estadia Milan",0,0,0,2025-08-22,2025-08-22,,,0000-00-00,,10455.42,USD,1.00,10455.42,391753,4E2,,,,,0,1,2025-08-22,SalvadorR,"error monto",0,0,0,0.00,0,0,0,0,0000-00-00,,0,0,0000-00-00,,,,,0,
